plant_id,cane_id,chosen,side,user,diameter,orientation,length,pos_below_wire,pos_horizontal,internode_length,node_count,parent_type,diameter_norm,length_norm,internode_length_norm,node_count_norm
vine_A7_4,Cane_146,False,-1,OlafsAnnotations,0.006440255790948868,0.792810476110661,0.8827277421951294,-0.028555751079693437,0.8744915649294853,0.03721687570999598,18,Bearer,-1.4217526926717845,-1.381077249286236,-1.5163056011831582,0.5726166689013538
vine_A7_4,Cane_147,False,-1,OlafsAnnotations,0.006925604306161404,0.5816342978225172,1.2160738706588745,-0.025442958140047267,0.7987828776240349,0.03727436804009204,22,Bearer,-0.7051367805518595,1.2757648172044207,-1.5125262380314863,1.610484381285057
vine_A7_4,Cane_148,False,-1,OlafsAnnotations,0.0074166045524179935,0.45278609590144414,1.1710079908370972,-0.030746460077352822,0.7216390892863274,0.0432234736755763,21,Bearer,0.0198238988234423,0.9165798288389934,-1.121450931349959,1.3510174531891312
vine_A7_4,Cane_149,False,-1,OlafsAnnotations,0.007882727310061455,1.382553142683735,1.1285734176635742,-0.02935290359891951,0.6454105898737907,0.0475340219967529,19,Bearer,0.7080530262624133,0.5783669340303064,-0.8380891775066923,0.8320835969972796
vine_A7_4,Cane_150,False,-1,OlafsAnnotations,0.008340311236679554,1.4654545360867965,1.2828131914138794,-0.019743561977520585,0.5676941201090813,0.05597332105106564,21,Bearer,1.3836745902868797,1.807691903587831,-0.28331646576380776,1.3510174531891312
vine_A7_4,Cane_151,False,-1,OlafsAnnotations,0.00805606972426176,1.17230960986439,1.0649851560592651,-0.018895030254498124,0.4883939251303673,0.059849433908316374,16,Bearer,0.9639926827519891,0.07155448312849419,-0.028513119301099878,0.05368281270950212
vine_A7_4,Cane_152,False,-1,OlafsAnnotations,0.007995509542524815,1.2025907839699868,1.0317527055740356,-0.009153485560091212,0.41175421327352524,0.05861196535387366,14,Bearer,0.8745757204799077,-0.19331546700002028,-0.10986037115537581,-0.4652510434823496
vine_A7_4,Cane_153,False,-1,OlafsAnnotations,0.008899737149477005,0.543643678789843,1.0509158372879028,-0.00620210194028914,0.3331454023718834,0.06601166165603123,14,Bearer,2.209665601276816,-0.04058108637966488,0.37657215803955685,-0.4652510434823496
vine_A7_4,Cane_154,False,-1,OlafsAnnotations,0.007210179232060909,0.7741100142271563,0.9386921525001526,-0.016366482013836503,0.2559463903307915,0.07075386722707189,12,Bearer,-0.2849625888153663,-0.9350285724650192,0.6883096882961719,-0.9841848996742012
vine_A7_4,Cane_155,False,-1,OlafsAnnotations,0.006820416543632746,0.6083419119449226,0.9121015071868896,-0.021507859462872148,0.17775513976812363,0.07615683042570723,10,Bearer,-0.8604462582275445,-1.1469618724526123,1.0434833260430374,-1.503118755866053
vine_A7_4,Cane_156,False,-1,OlafsAnnotations,0.006844417192041874,0.4993137028736294,1.0378338098526,0.007868587737902999,0.11115512251853943,0.07925539125924287,11,Bearer,-0.8250093587376071,-0.1448477264791834,1.2471728724209918,-1.2436518277701272
vine_A7_4,Cane_157,True,1,OlafsAnnotations,0.007136845961213112,0.17834431005114448,1.0278748273849487,0.07735657691955566,0.07698657340370119,0.08963396447355827,10,Bearer,-0.3932389863527508,-0.2242230103063565,1.9294273071877557,-1.503118755866053
vine_A7_4,Cane_134,False,-1,OlafsAnnotations,0.00574945705011487,1.428723255901355,0.8147181272506714,0.012246549362316728,-0.8664256406482309,0.043059766227990376,16,Bearer,-2.441715367405161,-1.9231288601538858,-1.1322125389248603,0.05368281270950212
vine_A7_4,Cane_135,False,-1,OlafsAnnotations,0.006209155078977346,-0.35030948966135717,1.0913400650024414,-0.010365962807554752,-0.7849595621228218,0.04125065347756268,21,Bearer,-1.7629723365157848,0.2816089123233334,-1.2511378643510882,1.3510174531891312
vine_A7_4,Cane_136,False,-1,OlafsAnnotations,0.00659113097935915,-0.4618153059117669,0.8919047117233276,-0.02365040755830705,-0.7015664651989937,0.04636939108157435,16,Bearer,-1.198985840873435,-1.3079347808322435,-0.9146483143301496,0.05368281270950212
vine_A7_4,Cane_137,False,-1,OlafsAnnotations,0.007061782758682966,-0.678336297565987,1.1590334177017212,-0.01324498635949567,-0.620611734688282,0.04683587229509711,20,Bearer,-0.504069623846774,0.8211398434371652,-0.8839833211668983,1.0915505250932054
vine_A7_4,Cane_138,False,-1,OlafsAnnotations,0.0073571158573031425,-1.1115610442812627,0.9874438643455505,-0.010190963657805696,-0.5345597937703133,0.05873410510579001,16,Bearer,-0.06801101603538859,-0.5464666910320048,-0.10183129185078489,0.05368281270950212
vine_A7_4,Cane_139,False,-1,OlafsAnnotations,0.007507056929171085,-1.1984607806892784,0.9791373610496521,0.002777576621156186,-0.45265675336122513,0.06077017612507342,15,Bearer,0.15337661494115257,-0.6126713518861552,0.03201354921948359,-0.20578411538642372
vine_A7_4,Cane_140,False,-1,OlafsAnnotations,0.008203000761568546,-0.7825270295083738,1.1144226789474487,0.0060278180171735585,-0.3698013499379158,0.056567215826790126,16,Bearer,1.1809360049587556,0.4655824296288726,-0.24427570976047183,0.05368281270950212
vine_A7_4,Cane_141,False,-1,OlafsAnnotations,0.007902819663286209,-0.9295148102543775,1.0833607912063599,-0.005080699687823653,-0.28529614955186844,0.062190770337874235,15,Bearer,0.7377193373388733,0.21801234265811312,0.12539890014137212,-0.20578411538642372
vine_A7_4,Cane_142,False,-1,OlafsAnnotations,0.006849075201898813,-0.3778577383315444,0.9446960091590881,0.002774238819256425,-0.199713833630085,0.06509572206621898,12,Bearer,-0.8181318184182915,-0.8871765124871429,0.31636119895840775,-0.9841848996742012
vine_A7_4,Cane_143,False,-1,OlafsAnnotations,0.007397850975394249,-0.7317851083001865,0.9139132499694824,-0.024042844539508224,-0.12168129533529282,0.0715717248561377,11,Bearer,-0.007865712421163977,-1.1325218834218806,0.7420730508428023,-1.2436518277701272
vine_A7_4,Cane_144,False,-1,OlafsAnnotations,0.00755255576223135,-0.34402998793661527,0.9392746686935425,0.01746499538421631,-0.0698433073121123,0.0827248594427056,11,Bearer,0.22055553221793825,-0.930385790099006,1.4752446897672047,-1.2436518277701272
vine_A7_4,Cane_145,True,0,OlafsAnnotations,0.007616458460688591,0.1673647800758587,1.0163159370422363,0.09210705757141113,-0.04823146783746779,0.08910047170850859,10,Bearer,0.3149077123658617,-0.3163499122925932,1.8943571874945122,-1.503118755866053
vine_A7_4,Cane_11,False,2,OlafsAnnotations,0.007961886003613472,0.2744351816383235,1.3588708639144897,0.2833468319149688,-0.01101752370595932,0.06608562109634791,19,Trunk,0.8249306463724898,2.413888305838739,0.3814340167080804,0.8320835969972796
vine_A7_4,Cane_12,False,0,OlafsAnnotations,0.008069501258432865,-1.0007141905300587,1.080509066581726,0.1659786703530699,-0.013691921019926667,0.050174481329369525,19,Trunk,0.9838243105606804,0.1952834692804871,-0.6645137686042257,0.8320835969972796
vine_A7_4,Cane_131,False,-1,OlafsAnnotations,0.007301601115614176,-0.40671547394489255,1.1307952404022217,0.21358811855270687,0.13467983901500702,0.0428915498203459,22,Spur,-0.14997839824551015,0.596075350634779,-1.1432705512109496,1.610484381285057
vine_A7_4,Cane_132,False,-1,OlafsAnnotations,0.007462161593139172,-0.06894890925799672,1.1473581790924072,0.2553828954696655,0.10585524122870993,0.058923135742550134,18,Spur,0.08708875957117815,0.7280856201393089,-0.08940501826064512,0.5726166689013538
vine_A7_4,Cane_133,False,1,OlafsAnnotations,0.007930881343781948,-0.17703272918447135,1.2257689237594604,0.29418498277664185,0.066523764107842,0.08437154150352542,13,Spur,0.7791523409100615,1.3530365258431454,1.5834923376322876,-0.7247179715782754
vine_C6_2,Cane_3,False,-1,testuser,0.007028339896351099,-0.4180875145972759,0.9512507915496826,0.2398203017510241,0.045921288430690765,0.08234944634978564,10,Trunk,-1.1158443682177568,-0.6398541054713441,1.5887283166937873,-1.680851063829787
vine_C6_2,Cane_4,True,0,testuser,0.0083916075527668,0.13075792352237847,1.0936791896820068,0.13816153979860246,0.03319919854402542,0.04569712066966785,18,Trunk,1.2455035542785509,0.10775375067020364,-0.8062831798893039,0.5319148936170214
vine_C6_2,Cane_19,False,-1,testuser,0.00832656491547823,-0.9296469104827633,0.9736526608467102,0.05969822430051863,0.0685815957840532,0.03647248461505878,19,Spur,1.1328416747773087,-0.5222665056785397,-1.4090582833138625,0.8085106382978724
vine_C6_2,Cane_81,False,-1,testuser,0.007581335958093405,-0.6671022255319748,0.9378216862678528,0.013905882835388184,-0.6562687605619146,0.04455532189990826,19,Bearer,-0.15798690317888014,-0.7103435917065294,-0.8808929387413063,0.8085106382978724
vine_C6_2,Cane_82,False,-1,testuser,0.007458288688212633,-1.4007006222637983,1.038259506225586,0.02038758993154488,-0.5633416622877121,0.04655068009476991,19,Bearer,-0.371119968967102,-0.18314463251883661,-0.7505081479315031,0.8085106382978724
vine_C6_2,Cane_83,False,-1,testuser,0.007160062436014414,-0.3369480383963432,0.9336372017860413,0.013464748859632891,-0.4749591201541534,0.044835920243204666,16,Bearer,-0.887684663910168,-0.7323079858408947,-0.8625575058418434,-0.021276595744680774
vine_C6_2,Cane_84,False,-1,testuser,0.008236473426222801,-1.3376152391670904,1.2305700778961182,-0.006242275238037109,-0.38404236733902053,0.050009493422140824,20,Bearer,0.9767920905399532,0.8262951708158098,-0.5244952679880678,1.0851063829787235
vine_C6_2,Cane_85,False,-1,testuser,0.007980425842106342,-0.6477504264629593,1.0531855821609497,-0.020054221153259277,-0.2925383299591431,0.0591570275189882,16,Bearer,0.5332860571002271,-0.104797534770282,0.07324168105414876,-0.021276595744680774
vine_C6_2,Cane_86,False,-1,testuser,0.007520660758018494,-0.7679481320155053,1.097100853919983,-0.010152220726013184,-0.2012275010350777,0.06308934993794332,16,Bearer,-0.2630838421179569,0.12571409494798527,0.330195563977266,-0.021276595744680774
vine_C6_2,Cane_87,False,-1,testuser,0.0071929991245269775,-0.8895446555624937,1.0959192514419556,-0.007492661476135254,-0.10912053287006529,0.06592525104097552,15,Bearer,-0.8306342522562041,0.11951185363239557,0.5155048347780309,-0.29787234042553185
vine_C6_2,Cane_88,False,-1,testuser,0.00796100590378046,-0.09238454567769044,1.0466091632843018,0.02384150028217391,-0.03834037482738495,0.07177386773969045,13,Bearer,0.4996483258703999,-0.1393172126009053,0.8976771518850063,-0.8510638297872339
vine_C6_2,Cane_89,False,-1,testuser,0.009151908569037914,-0.8668835891276586,1.5886069536209106,0.11407953500725654,-0.01219223439693451,0.08031804826948923,17,Bearer,2.5624387993821554,2.7056337338427414,1.4559885337149985,0.2553191489361703
vine_C6_2,Cane_90,False,-1,testuser,0.007490073796361685,0.5404054246133771,1.2674169540405273,0.20685130357787784,0.0010836422443389893,0.09084480473387843,13,Bearer,-0.3160642367043563,1.0197047326803061,2.1438494616674837,-0.8510638297872339
vine_C6_2,Cane_20,False,-1,testuser,0.008009089156985283,-0.1291957412573382,1.1856346130371094,0.22850960481446236,-0.014341101050376892,0.03821941876717374,22,Trunk,0.5829344579279843,0.590428538960858,-1.2949065262165347,1.6382978723404256
vine_C6_2,Cane_78,False,-1,testuser,0.008174574933946133,-0.5691200259703049,0.9044828414916992,0.23028802848421037,-0.08216497302055359,0.041295498412405304,18,Spur,0.869576258450561,-0.8853394675021682,-1.0939030161246435,0.5319148936170214
vine_C6_2,Cane_79,False,-1,testuser,0.008355824276804924,-1.315266278899061,1.271358847618103,0.24047821783460677,-0.056926339864730835,0.05609482987419344,21,Spur,1.1835225016547055,1.0403957651240718,-0.12685472287122287,1.3617021276595744
vine_C6_2,Cane_80,False,-1,testuser,0.0075262561440467834,0.6474846332633961,0.44612449407577515,0.2391855120076798,-0.033516526222229004,0.06854244863474607,6,Spur,-0.2533919425769631,-3.291266276689753,0.6865231319692044,-2.7872340425531914
vine_C6_2,Cane_91,False,-1,testuser,0.006575908977538347,0.743837657297616,1.058362364768982,0.009523332118988037,0.7204426676036064,0.04491956838831138,19,Bearer,-1.8995105875282634,-0.07762455945038702,-0.8570915970494005,0.8085106382978724
